Loan_ID,Age,Employment_Type,Annual_Income,Loan_Amount,Loan_Tenure_Years,Credit_Score,Existing_Loans,EMI,Loan_Purpose,Default_Status
51459,48,Salaried,1247134,1409418,18,636,2,35615,Home,Default
51460,60,Salaried,1813464,357523,1,626,1,63424,Education,No Default
51461,24,Salaried,121441,271268,10,658,0,59414,Education,No Default
51462,63,Self-Employed,763886,933707,28,747,4,32426,Home,No Default
51463,62,Salaried,864947,709172,13,833,3,16113,Personal,No Default
51464,36,Salaried,1578953,460486,27,396,3,59599,Personal,Default
51465,32,Salaried,1673908,860410,8,849,2,66614,Education,No Default
51466,42,Salaried,964733,1110107,28,555,1,77922,Education,Default
51467,55,Self-Employed,1852823,865215,13,741,1,68437,Personal,No Default
51468,63,Salaried,100961,1289667,20,708,4,20267,Personal,No Default
51469,36,Salaried,1611077,381827,2,384,3,75867,Education,No Default
51470,44,Self-Employed,596085,461731,21,716,2,53854,Home,No Default
51471,55,Self-Employed,1516540,143806,12,848,1,78396,Personal,No Default
51472,48,Salaried,1331614,1494551,27,801,3,13110,Education,Default
51473,62,Salaried,379117,552490,29,397,1,22543,Business,No Default
51474,49,Salaried,1363556,1254964,13,841,0,44254,Home,No Default
51475,41,Salaried,602551,488696,28,802,1,78610,Education,No Default
51476,45,Salaried,1136057,63332,22,750,1,19800,Business,Default
51477,59,Salaried,1978401,256511,8,490,3,13264,Personal,No Default
51478,51,Unemployed,1249869,1278855,15,500,1,65534,Business,No Default
51479,35,Salaried,620044,1069170,7,621,1,56025,Business,No Default
51480,62,Self-Employed,1973441,763510,7,557,0,3500,Business,No Default
51481,55,Self-Employed,956509,103902,17,454,1,42887,Personal,No Default
51482,58,Unemployed,1572470,845630,19,786,1,2814,Business,No Default
51483,42,Salaried,1691208,1464027,3,527,3,16539,Personal,No Default
51484,25,Self-Employed,1849090,458948,7,816,2,39834,Education,No Default
51485,33,Unemployed,1026350,398167,12,810,0,59570,Business,Default
51486,52,Salaried,332450,1022923,14,373,1,78723,Home,Default
51487,23,Salaried,994283,444997,2,664,2,54987,Education,Default
51488,35,Salaried,694853,278162,26,323,3,8086,Personal,No Default
51489,47,Salaried,1993810,242349,7,762,0,13510,Education,No Default
51490,47,Salaried,1164848,159660,16,780,3,36832,Business,No Default
51491,50,Salaried,279685,343629,9,388,2,53503,Personal,Default
51492,26,Self-Employed,975738,1152927,1,833,0,16200,Business,No Default
51493,45,Salaried,1536882,561273,12,599,1,28113,Education,No Default
51494,48,Self-Employed,899536,76654,2,343,2,32141,Home,Default
51495,42,Salaried,1033359,1262793,27,336,3,59303,Education,No Default
51496,24,Self-Employed,1007495,625817,22,818,0,15408,Education,No Default
51497,35,Salaried,1382647,678637,18,773,2,15594,Business,No Default
51498,46,Salaried,1215031,751738,14,579,2,44230,Home,Default
51499,38,Self-Employed,404850,1377385,12,760,3,10226,Business,Default
51500,29,Salaried,1445246,790199,18,468,3,34212,Business,Default
51501,24,Salaried,855495,1176468,5,369,1,2067,Business,No Default
51502,25,Unemployed,764723,752486,7,512,1,47663,Personal,No Default
51503,26,Salaried,1460231,521376,4,882,2,51834,Business,No Default
51504,32,Self-Employed,1729602,667292,13,371,3,15232,Home,No Default
51505,51,Salaried,179791,1457184,16,479,2,78682,Business,No Default
51506,29,Salaried,1086850,1057830,22,507,4,37906,Business,No Default
51507,27,Salaried,101440,275702,28,476,3,48002,Home,No Default
51508,49,Unemployed,1520135,1100696,16,600,4,44291,Education,No Default
51509,34,Salaried,822615,422433,19,453,4,5190,Business,No Default
51510,40,Self-Employed,1531080,544390,4,453,3,74889,Education,No Default
51511,52,Unemployed,799573,1155501,20,329,1,31645,Business,No Default
51512,42,Salaried,1935563,378617,20,326,2,15930,Business,Default
51513,56,Salaried,1780593,571963,28,539,0,4595,Personal,No Default
51514,64,Self-Employed,1750512,682473,1,397,0,66402,Home,No Default
51515,38,Salaried,751207,866401,13,625,3,3218,Home,No Default
51516,60,Salaried,1609625,901668,20,536,1,10675,Education,No Default
51517,45,Salaried,1936543,1075256,20,437,1,65447,Personal,No Default
51518,51,Self-Employed,1294579,151416,22,847,1,25831,Business,No Default
51519,55,Self-Employed,219773,852729,9,345,0,26384,Personal,No Default
51520,46,Salaried,1111674,513286,10,689,4,64811,Home,No Default
51521,24,Salaried,1717126,1239177,6,663,0,42527,Business,Default
51522,62,Unemployed,1501741,727373,22,659,1,79277,Business,No Default
51523,40,Salaried,353902,80089,7,881,0,60465,Education,No Default
51524,54,Self-Employed,1697451,1366891,23,506,0,18665,Personal,No Default
51525,32,Salaried,461427,219881,16,814,2,43589,Business,No Default
51526,36,Self-Employed,1312688,857585,17,665,3,37234,Home,No Default
51527,62,Unemployed,407687,154693,24,737,4,30894,Education,No Default
51528,25,Salaried,1499897,1258077,1,530,2,66763,Home,No Default
51529,64,Salaried,1044077,1418473,9,722,3,38943,Education,No Default
51530,55,Salaried,1743544,974145,14,768,1,39689,Personal,No Default
51531,64,Salaried,1530041,568354,15,610,2,45689,Education,No Default
51532,47,Salaried,812622,1344695,4,694,3,41324,Personal,No Default
51533,21,Self-Employed,1543480,54677,25,413,2,67180,Personal,No Default
51534,54,Salaried,1262200,579427,8,501,0,30040,Business,No Default
51535,63,Salaried,969947,232444,25,762,0,70472,Personal,No Default
51536,52,Self-Employed,918235,1184625,15,841,2,27927,Education,No Default
51537,64,Salaried,771514,369558,22,663,2,15514,Education,No Default
51538,59,Salaried,742218,1080917,25,546,4,58058,Business,No Default
51539,53,Self-Employed,858347,292631,4,892,1,46398,Education,Default
51540,51,Self-Employed,836019,545212,19,545,0,8139,Personal,No Default
51541,33,Salaried,123998,910173,3,483,2,54601,Education,Default
51542,22,Salaried,1154362,578188,8,712,3,63894,Home,No Default
51543,50,Salaried,1207635,1088084,2,572,1,77794,Home,No Default
51544,30,Self-Employed,1375473,1486724,28,844,3,21385,Business,No Default
51545,43,Self-Employed,1350313,547133,22,576,1,72610,Personal,No Default
51546,53,Self-Employed,718738,960895,25,798,3,22731,Education,No Default
51547,59,Salaried,299453,1389854,25,789,0,40887,Business,No Default
51548,49,Salaried,698272,1312090,8,514,2,63258,Business,No Default
51549,50,Self-Employed,1859226,1169062,8,402,2,13825,Personal,No Default
51550,54,Salaried,1394645,293709,17,889,4,74586,Business,No Default
51551,59,Salaried,1175715,533025,16,474,2,78685,Home,No Default
51552,37,Salaried,842614,1040531,16,351,0,45745,Business,No Default
51553,42,Self-Employed,1066534,975195,16,596,1,75948,Education,No Default
51554,25,Salaried,914425,1164554,27,474,1,28820,Home,No Default
51555,31,Salaried,1452768,728138,7,642,2,22192,Home,No Default
51556,42,Salaried,1292571,369298,15,899,3,58968,Home,Default
51557,52,Salaried,506300,404339,17,470,2,42642,Education,No Default
51558,44,Self-Employed,969528,885220,25,336,1,50145,Personal,No Default
51559,31,Salaried,1040071,583701,3,500,4,53414,Business,No Default
51560,31,Salaried,643769,1212689,1,363,1,42653,Business,No Default
51561,37,Salaried,1508272,573509,8,785,3,39499,Home,No Default
51562,52,Salaried,1159998,1404120,7,754,3,52191,Home,No Default
51563,39,Salaried,953692,162683,18,708,4,37048,Business,Default
51564,47,Salaried,1375655,1059978,23,449,3,52540,Education,No Default
51565,52,Self-Employed,430308,837326,5,801,2,58314,Home,No Default
51566,45,Salaried,1728160,1208974,15,847,2,71044,Home,No Default
51567,48,Salaried,882414,740381,7,577,1,69654,Education,No Default
51568,60,Salaried,914307,276544,10,334,0,63127,Personal,No Default
51569,47,Salaried,642022,277368,16,474,2,47015,Home,Default
51570,34,Salaried,582861,1228187,28,332,2,52734,Personal,No Default
51571,62,Unemployed,1083659,400921,23,696,4,16360,Education,Default
51572,59,Salaried,675988,1480401,2,553,2,67056,Business,No Default
51573,22,Salaried,638074,799662,18,867,1,33957,Business,No Default
51574,37,Salaried,1797122,791915,15,622,4,64502,Personal,No Default
51575,21,Salaried,678683,310154,23,312,2,51828,Home,No Default
51576,52,Salaried,1373818,532944,19,349,1,45102,Business,Default
51577,39,Self-Employed,1606963,93520,20,532,4,11605,Education,No Default
51578,34,Salaried,1264241,552558,14,839,0,73899,Home,No Default
51579,51,Salaried,973895,79899,23,395,1,40155,Personal,Default
51580,38,Self-Employed,1999771,228874,2,642,2,24133,Personal,No Default
51581,34,Salaried,1092769,806598,29,492,4,48145,Personal,No Default
51582,34,Salaried,1236349,652395,18,810,0,24720,Personal,No Default
51583,44,Salaried,726364,443587,9,750,1,29967,Education,No Default
51584,25,Salaried,291994,1028251,27,424,0,50674,Business,No Default
51585,36,Salaried,135301,261994,1,380,1,79719,Personal,No Default
51586,25,Salaried,1386621,1203878,16,306,2,12414,Business,Default
51587,33,Salaried,816358,326608,12,629,1,67647,Business,No Default
51588,36,Self-Employed,216582,395467,12,382,2,5379,Personal,No Default
51589,35,Self-Employed,1732588,1316170,19,835,1,58659,Home,No Default
51590,51,Self-Employed,1731840,885457,10,826,4,5151,Personal,No Default
51591,25,Self-Employed,908167,930619,20,412,1,65598,Education,No Default
51592,41,Salaried,724632,948142,5,739,1,56758,Home,No Default
51593,50,Salaried,445629,1316241,3,318,3,53652,Personal,No Default
51594,43,Salaried,1169085,650536,9,308,3,76140,Business,No Default
51595,58,Self-Employed,1767798,395071,21,484,1,70187,Business,Default
51596,49,Salaried,1087308,197397,23,337,3,18308,Home,No Default
51597,33,Salaried,790967,1114466,15,433,2,26761,Education,No Default
51598,52,Self-Employed,880215,731843,14,401,3,77304,Business,No Default
51599,62,Self-Employed,213362,827294,11,448,1,5158,Education,No Default
51600,47,Self-Employed,152540,353144,13,392,0,25775,Business,Default
51601,54,Salaried,1844880,1219156,7,439,0,38845,Home,Default
51602,53,Salaried,925740,604228,27,594,1,17485,Personal,No Default
51603,24,Salaried,1029916,696166,25,892,1,66552,Business,No Default
51604,38,Salaried,463191,693780,2,843,0,67326,Home,No Default
51605,26,Salaried,258222,132697,3,487,4,23787,Home,No Default
51606,48,Salaried,302250,1140371,20,435,3,50793,Personal,No Default
51607,64,Salaried,1338411,834523,8,465,4,9153,Personal,No Default
51608,47,Salaried,1573624,140990,1,776,2,41093,Home,No Default
51609,46,Self-Employed,559778,808153,25,446,0,57766,Business,No Default
51610,40,Self-Employed,1005751,1373835,21,544,0,7931,Education,Default
51611,33,Salaried,1272056,482254,4,482,4,29040,Education,No Default
51612,48,Salaried,169128,106433,13,308,2,19272,Personal,No Default
51613,54,Salaried,1084027,1145575,24,735,4,67939,Business,No Default
51614,43,Salaried,1492173,124564,14,455,2,14801,Home,No Default
51615,30,Self-Employed,1796349,1468467,9,413,1,61957,Education,No Default
51616,50,Self-Employed,1417958,975192,3,466,1,29064,Education,No Default
51617,42,Self-Employed,201051,807905,14,787,0,5985,Business,No Default
51618,25,Salaried,1091370,1351666,4,736,1,29615,Home,No Default
51619,64,Self-Employed,487081,1336878,17,522,4,61466,Personal,No Default
51620,29,Salaried,947362,335399,15,490,2,8549,Education,No Default
51621,63,Salaried,1267489,654035,12,875,0,72664,Business,No Default
51622,24,Salaried,1579056,489833,14,472,1,14801,Personal,No Default
51623,62,Self-Employed,1796988,484475,19,556,0,53739,Business,Default
51624,21,Salaried,583969,127049,10,749,0,53380,Home,No Default
51625,54,Salaried,1591380,1038073,5,800,2,50442,Business,No Default
51626,61,Salaried,1952815,1164633,29,376,4,12505,Personal,Default
51627,46,Salaried,1829648,539576,24,525,4,79906,Home,Default
51628,38,Salaried,857385,1353145,17,525,3,61228,Education,No Default
51629,36,Salaried,1080419,522008,17,375,4,79564,Personal,No Default
51630,43,Salaried,1072330,604895,3,332,1,65275,Business,No Default
51631,56,Self-Employed,1045369,456009,16,893,3,31621,Education,No Default
51632,46,Salaried,1631961,681436,25,368,3,77974,Home,No Default
51633,22,Salaried,346896,398223,9,714,3,56563,Personal,Default
51634,64,Salaried,1501531,1248311,17,747,3,35415,Home,No Default
51635,25,Self-Employed,1411865,92582,20,661,4,21538,Home,No Default
51636,49,Salaried,880695,406670,12,669,3,71024,Business,No Default
51637,24,Self-Employed,1105003,1264097,24,698,1,17332,Business,No Default
51638,55,Salaried,1354484,849548,2,419,1,78645,Business,Default
51639,42,Salaried,212233,934827,20,347,0,21162,Education,No Default
51640,28,Unemployed,811011,53706,16,367,1,26594,Education,No Default
51641,64,Salaried,1810178,852579,23,638,0,13793,Business,Default
51642,41,Salaried,1031336,542480,23,384,1,22850,Education,No Default
51643,28,Salaried,819365,1250191,21,676,3,67202,Personal,No Default
51644,25,Salaried,159328,295978,23,684,2,62438,Home,No Default
51645,41,Salaried,441965,1107471,6,575,3,25936,Business,No Default
51646,47,Unemployed,1636151,989916,2,504,4,5827,Home,No Default
51647,58,Self-Employed,305705,476230,9,364,0,35410,Home,No Default
51648,25,Salaried,1923569,1471253,5,378,2,60889,Home,No Default
51649,41,Salaried,409996,317253,18,825,1,48790,Personal,Default
51650,28,Self-Employed,1937000,336776,22,624,3,68352,Personal,Default
51651,42,Salaried,1709754,800636,26,677,0,62215,Education,No Default
51652,38,Salaried,456470,193223,21,645,0,61481,Home,No Default
51653,24,Self-Employed,1833330,1275813,18,734,1,24310,Education,Default
51654,24,Self-Employed,749315,629564,29,677,0,37436,Home,No Default
51655,57,Self-Employed,1853893,800629,10,314,1,60207,Business,Default
51656,35,Self-Employed,1887848,144964,10,753,1,63643,Home,Default
51657,58,Unemployed,165353,51912,23,492,3,46587,Home,No Default
51658,47,Salaried,1696744,1004493,10,532,0,79319,Personal,Default
51659,41,Self-Employed,1234096,1368094,29,562,4,75095,Business,No Default
51660,24,Salaried,621321,294065,18,745,4,44890,Education,No Default
51661,31,Salaried,572293,1183978,16,353,3,9008,Business,No Default
51662,39,Salaried,1701839,141792,23,303,3,61544,Personal,Default
51663,39,Self-Employed,1865552,1454025,6,556,1,38830,Personal,No Default
51664,47,Salaried,1545802,191270,12,660,4,25276,Home,No Default
51665,60,Self-Employed,1091315,406961,28,539,0,57222,Personal,Default
51666,62,Salaried,220003,742356,4,781,4,75038,Personal,Default
51667,48,Salaried,1577880,712515,20,760,3,64519,Home,No Default
51668,25,Self-Employed,1888361,173899,16,437,3,55044,Personal,No Default
51669,45,Self-Employed,927028,541837,28,750,1,21184,Personal,Default
51670,23,Self-Employed,1975661,764304,22,623,0,52082,Education,No Default
51671,46,Salaried,348216,771606,25,772,3,78326,Home,No Default
51672,30,Self-Employed,1123056,847820,26,776,0,23633,Home,No Default
51673,44,Self-Employed,1285997,648466,22,492,4,38961,Education,No Default
51674,49,Salaried,123347,600745,22,606,1,27368,Education,No Default
51675,27,Salaried,1610390,723487,11,841,4,29045,Education,No Default
51676,64,Salaried,1472961,573471,1,520,3,55187,Education,No Default
51677,43,Self-Employed,940574,61752,5,471,3,47135,Home,Default
51678,47,Salaried,1554952,626120,17,459,0,71919,Education,No Default
51679,62,Salaried,1099362,801065,11,471,3,63261,Education,No Default
51680,29,Self-Employed,690211,1293994,14,362,0,57464,Personal,No Default
51681,64,Salaried,1457611,617599,9,872,2,22742,Home,No Default
51682,23,Unemployed,1778205,1379808,10,364,3,25250,Education,Default
51683,33,Salaried,1089950,1366395,4,468,4,4577,Personal,No Default
51684,26,Salaried,771118,1363360,2,380,4,72416,Home,No Default
51685,58,Salaried,1674867,1424048,25,567,0,6305,Education,No Default
51686,41,Unemployed,1829543,749768,6,679,2,55202,Education,No Default
51687,39,Self-Employed,1973521,835748,27,372,3,16951,Personal,No Default
51688,45,Unemployed,976993,548896,29,631,1,21532,Business,No Default
51689,59,Self-Employed,824443,1202242,26,487,1,42828,Home,Default
51690,24,Salaried,1603573,1053677,3,324,4,64514,Personal,No Default
51691,42,Salaried,912104,125921,13,527,3,72662,Education,No Default
51692,25,Salaried,1714683,1113777,12,417,1,20330,Business,No Default
51693,21,Salaried,1097496,870968,18,744,0,15242,Business,No Default
51694,37,Unemployed,1778272,205739,6,407,3,36340,Personal,Default
51695,29,Salaried,1835539,1396237,10,541,4,62989,Personal,No Default
51696,29,Self-Employed,1789571,951740,6,833,2,15823,Personal,No Default
51697,44,Unemployed,207376,425055,28,780,0,71604,Home,No Default
51698,30,Salaried,1781641,1136558,28,802,0,10281,Business,No Default
51699,40,Self-Employed,1103585,763692,25,797,3,73734,Home,No Default
51700,37,Salaried,1001349,1131420,5,355,2,43051,Business,No Default
51701,33,Self-Employed,551481,1444838,27,448,0,59283,Home,No Default
51702,49,Salaried,271550,185309,15,610,2,61309,Personal,No Default
51703,56,Salaried,706002,697398,15,851,4,14348,Education,No Default
51704,43,Salaried,445896,842459,12,420,0,65335,Personal,No Default
51705,47,Unemployed,960210,784137,9,325,1,45124,Home,Default
51706,38,Self-Employed,229682,654855,13,411,4,54466,Personal,No Default
51707,38,Salaried,480510,412992,16,810,4,51937,Business,No Default
51708,29,Unemployed,1811432,802919,21,322,0,26459,Home,No Default
51709,23,Salaried,579618,1030772,2,563,1,47076,Personal,No Default
51710,27,Self-Employed,1014469,668012,17,415,2,12080,Personal,No Default
51711,35,Salaried,128357,543073,9,779,1,38813,Education,No Default
51712,50,Salaried,1403280,646098,26,606,4,22168,Education,No Default
51713,29,Self-Employed,146252,506140,23,530,0,33892,Personal,No Default
51714,61,Salaried,1048716,1045596,19,791,1,4965,Business,No Default
51715,47,Salaried,892319,699833,28,419,1,34438,Business,No Default
51716,56,Salaried,445542,1001899,6,585,4,10493,Business,No Default
51717,38,Salaried,1154616,575362,26,706,2,69880,Personal,No Default
51718,51,Salaried,1631864,1052628,4,657,1,47828,Education,No Default
51719,37,Unemployed,244512,1064568,25,451,1,29891,Personal,No Default
51720,26,Salaried,752341,526164,15,897,3,42955,Education,No Default
51721,59,Salaried,1523445,1181143,18,624,4,18445,Business,No Default
51722,45,Salaried,1701235,1406513,27,545,3,35625,Education,No Default
51723,62,Self-Employed,1037228,785733,12,614,4,27393,Personal,No Default
51724,62,Self-Employed,1478599,350215,12,461,4,64844,Personal,No Default
51725,58,Self-Employed,238260,882947,20,668,3,29683,Personal,No Default
51726,58,Salaried,1772406,1013379,17,484,2,23399,Education,No Default
51727,51,Salaried,1112136,703500,7,575,2,22036,Business,No Default
51728,49,Self-Employed,1994588,743204,20,828,4,51941,Personal,No Default
51729,60,Unemployed,1718080,1109630,5,735,3,28656,Personal,No Default
51730,29,Salaried,303464,1291470,12,559,1,35348,Education,No Default
51731,21,Salaried,908476,839329,17,544,4,28617,Business,No Default
51732,36,Salaried,1159196,583825,2,637,4,43311,Education,No Default
51733,58,Salaried,907155,369469,28,349,0,33766,Home,No Default
51734,43,Self-Employed,1451862,976185,4,571,2,75097,Home,No Default
51735,28,Salaried,141503,1218516,2,534,3,20266,Personal,No Default
51736,32,Salaried,1892947,1434107,14,883,1,6345,Education,Default
51737,30,Salaried,1572035,926969,14,855,1,19644,Education,No Default
51738,36,Salaried,1050364,1440841,13,605,4,74583,Personal,No Default
51739,63,Salaried,823311,941964,17,776,1,67767,Home,No Default
51740,44,Salaried,1808190,359182,26,787,1,49531,Business,No Default
51741,59,Self-Employed,1093677,907563,17,379,4,76684,Business,Default
51742,28,Salaried,255582,880123,22,585,2,39497,Home,No Default
51743,31,Salaried,202837,1020647,18,860,0,46889,Personal,No Default
51744,61,Salaried,1875988,1301646,3,397,2,21920,Personal,No Default
51745,46,Salaried,1742801,980811,21,777,2,56271,Business,No Default
51746,27,Salaried,1643128,482352,16,705,0,71850,Business,No Default
51747,35,Salaried,263194,1352950,19,836,4,59657,Home,No Default
51748,35,Self-Employed,1076821,339675,6,867,2,5474,Home,No Default
51749,23,Salaried,971641,742070,23,554,3,26039,Education,No Default
51750,36,Self-Employed,1847272,477784,26,786,3,16104,Home,No Default
51751,35,Salaried,1605120,326558,6,493,0,19786,Home,No Default
51752,45,Salaried,776182,1029798,18,815,3,48716,Business,Default
51753,53,Self-Employed,434547,1261371,9,763,4,46358,Business,No Default
51754,34,Salaried,1195520,406716,18,803,1,53269,Education,No Default
51755,44,Salaried,660290,846693,6,335,4,24193,Business,No Default
51756,31,Salaried,581133,642201,9,315,0,18791,Business,Default
51757,23,Salaried,1690381,810987,25,889,1,73216,Business,No Default
51758,29,Salaried,1750230,232327,18,372,3,8224,Home,Default
51759,26,Salaried,1421309,1464044,25,619,2,29685,Business,No Default
51760,51,Unemployed,1208693,733779,16,544,3,20476,Personal,No Default
51761,36,Self-Employed,751628,831789,24,494,4,78598,Home,No Default
51762,31,Salaried,1732128,381451,23,388,4,3484,Business,No Default
51763,37,Salaried,1969838,1310057,13,438,0,21760,Home,No Default
51764,23,Salaried,1732408,157030,11,862,2,8326,Business,No Default
51765,39,Salaried,628915,1270988,8,696,2,35234,Education,No Default
51766,44,Self-Employed,488038,396214,26,783,1,72469,Education,No Default
51767,62,Salaried,218159,1135468,24,686,1,35742,Education,No Default
51768,28,Salaried,1407699,655245,17,667,4,47678,Business,No Default
51769,56,Unemployed,473590,1195786,9,757,0,72723,Education,No Default
51770,60,Self-Employed,822240,448383,6,721,4,58624,Home,No Default
51771,22,Self-Employed,780814,365345,1,531,2,70187,Education,No Default
51772,43,Self-Employed,1933555,99698,1,838,2,16963,Education,No Default
51773,60,Self-Employed,1603598,311677,13,643,4,8238,Education,No Default
51774,50,Salaried,1220210,799088,7,437,2,60028,Education,Default
51775,45,Salaried,1574021,267414,10,673,1,49900,Home,No Default
51776,27,Salaried,464255,375897,18,736,2,62494,Personal,No Default
51777,48,Salaried,1775904,1174055,6,454,1,66791,Education,No Default
51778,61,Self-Employed,383485,1300008,13,818,3,50788,Business,No Default
51779,37,Salaried,1950383,1425407,5,414,0,43328,Personal,No Default
51780,52,Salaried,195642,741243,21,391,0,57574,Education,No Default
51781,21,Salaried,542956,1492010,26,645,2,63790,Personal,No Default
51782,47,Salaried,1643979,1131469,15,893,0,73583,Business,Default
51783,64,Self-Employed,1633233,587457,12,824,3,57701,Business,Default
51784,56,Salaried,1738491,1407178,22,883,2,74125,Education,No Default
51785,27,Salaried,739433,488590,11,390,1,14805,Education,No Default
51786,23,Salaried,881581,1288320,8,697,3,68880,Business,No Default
51787,50,Self-Employed,686803,649239,5,404,3,29331,Home,No Default
51788,21,Self-Employed,626172,316324,8,895,0,76860,Personal,No Default
51789,54,Salaried,1489688,1005432,5,839,1,75075,Home,No Default
51790,58,Unemployed,212586,265762,10,578,4,42632,Education,No Default
51791,63,Unemployed,185041,541361,15,311,3,15225,Home,No Default
51792,56,Unemployed,1228314,1370486,6,606,0,54218,Home,No Default
51793,53,Self-Employed,1486487,51942,24,663,3,41859,Personal,Default
51794,63,Unemployed,205946,879806,18,617,1,61755,Education,No Default
51795,36,Salaried,1975728,378934,23,837,1,28496,Personal,No Default
51796,58,Self-Employed,1682459,1394475,3,513,2,2958,Business,No Default
51797,31,Unemployed,185623,392603,9,613,4,67457,Personal,No Default
51798,28,Unemployed,563234,409362,10,754,4,20317,Personal,No Default
51799,21,Self-Employed,1162494,1073919,7,698,0,15584,Business,Default
51800,34,Salaried,228660,795235,19,521,4,40495,Home,No Default
51801,50,Salaried,1964992,432185,24,879,1,28592,Personal,Default
51802,41,Salaried,470432,160397,26,561,4,39917,Business,No Default
51803,41,Self-Employed,377957,817404,2,795,0,58308,Education,No Default
51804,54,Salaried,1183575,1373838,26,429,3,39742,Home,No Default
51805,58,Salaried,158115,163305,28,458,4,22321,Business,No Default
51806,46,Salaried,843061,1067179,8,590,4,38029,Home,No Default
51807,61,Salaried,1845100,214200,7,842,1,30858,Business,No Default
51808,34,Unemployed,1882713,58104,28,388,1,43838,Personal,No Default
51809,60,Self-Employed,1257291,654010,5,631,3,40336,Home,No Default
51810,55,Self-Employed,571864,700369,4,805,2,66597,Personal,No Default
51811,62,Salaried,1501053,803158,11,429,4,6768,Business,Default
51812,38,Self-Employed,1878855,1417960,26,506,1,79422,Personal,Default
51813,40,Salaried,381843,1323650,28,659,2,7177,Personal,No Default
51814,29,Salaried,1291129,1330735,10,358,4,33761,Business,Default
51815,61,Unemployed,1612503,344975,1,395,4,75582,Personal,No Default
51816,53,Self-Employed,1756382,1095899,29,545,2,52022,Personal,No Default
51817,24,Self-Employed,786694,789508,4,758,1,33883,Personal,No Default
51818,24,Salaried,552468,1289626,22,444,3,8601,Education,No Default
51819,36,Salaried,743238,807513,6,609,4,76433,Education,Default
51820,46,Salaried,1494182,1168050,18,833,0,21073,Education,No Default
51821,26,Salaried,501549,812435,25,680,0,58261,Home,No Default
51822,57,Salaried,165625,138233,13,652,0,45219,Personal,No Default
51823,42,Salaried,1898033,193681,13,584,3,6581,Personal,No Default
51824,62,Salaried,382934,565690,1,801,4,41802,Personal,No Default
51825,59,Salaried,498706,470205,4,557,1,31698,Home,No Default
51826,27,Unemployed,1196631,1280925,4,351,1,53119,Home,No Default
51827,62,Self-Employed,1519479,1077769,18,849,3,76980,Business,No Default
51828,50,Self-Employed,1094744,941132,24,515,4,76980,Personal,No Default
51829,30,Salaried,1004826,1432492,27,745,2,62393,Business,Default
51830,35,Salaried,198163,1401297,18,522,2,7080,Business,No Default
51831,26,Salaried,1821529,291334,18,404,4,66652,Home,Default
51832,44,Salaried,793106,184177,15,821,4,70664,Education,No Default
51833,22,Salaried,398136,151856,18,682,1,64577,Home,No Default
51834,60,Salaried,1710488,659683,15,413,3,24206,Home,No Default
51835,35,Self-Employed,714001,182910,17,368,3,32450,Education,No Default
51836,41,Salaried,777983,533549,29,664,1,46569,Education,No Default
51837,38,Self-Employed,1663333,860869,5,343,0,11811,Home,No Default
51838,25,Unemployed,715759,1050319,11,510,2,52496,Personal,No Default
51839,45,Salaried,347298,1087801,16,575,4,79641,Business,No Default
51840,56,Salaried,1804084,121449,20,406,2,13960,Personal,Default
51841,30,Self-Employed,1557055,954531,2,778,2,58832,Business,No Default
51842,43,Salaried,1435169,1255208,17,504,3,20162,Personal,Default
51843,44,Salaried,1279246,1265306,1,418,1,70639,Education,No Default
51844,30,Self-Employed,582835,228427,18,785,0,40634,Personal,No Default
51845,26,Unemployed,983570,93003,17,408,0,7530,Home,Default
51846,33,Self-Employed,281649,1081531,25,753,1,70624,Business,Default
51847,41,Salaried,216405,1360222,18,538,2,25128,Business,No Default
51848,52,Salaried,404458,100560,19,307,1,72707,Personal,Default
51849,63,Salaried,1293186,168560,25,811,1,6465,Education,No Default
51850,35,Salaried,1392067,1185173,5,342,4,31998,Home,No Default
51851,22,Salaried,1110021,1419399,13,693,4,29333,Education,Default
51852,35,Salaried,1331435,749957,24,431,2,67886,Home,No Default
51853,37,Unemployed,1656284,970962,23,693,3,8522,Home,No Default
51854,40,Self-Employed,1216475,611453,6,857,0,48518,Home,No Default
51855,26,Self-Employed,296318,662091,13,497,4,37320,Personal,No Default
51856,35,Unemployed,1438228,1424714,18,763,2,58307,Home,No Default
51857,37,Salaried,1264765,982086,29,420,1,75087,Home,No Default
51858,46,Salaried,822347,851255,4,599,4,50975,Home,No Default
51859,42,Self-Employed,345571,1491523,9,519,1,35819,Business,No Default
51860,29,Unemployed,403553,90856,23,393,1,59630,Business,No Default
51861,32,Salaried,871883,843838,3,591,4,78406,Personal,No Default
51862,42,Salaried,639468,342763,22,452,2,58662,Personal,No Default
51863,43,Self-Employed,505593,1498863,24,824,0,5558,Business,No Default
51864,57,Salaried,1978556,1251500,24,721,2,65082,Business,No Default
51865,34,Salaried,751439,1341030,8,457,3,66762,Home,Default
51866,44,Salaried,224323,492088,13,569,3,75834,Business,Default
51867,28,Unemployed,1727867,157871,24,879,0,53705,Personal,No Default
51868,46,Salaried,1147175,715504,26,556,3,5513,Personal,No Default
51869,52,Self-Employed,283172,552969,22,814,1,11460,Home,No Default
51870,48,Salaried,1955327,1284486,11,536,3,57374,Education,No Default
51871,52,Salaried,1048189,1315064,10,744,4,27316,Education,No Default
51872,42,Unemployed,1001069,62349,11,470,1,75189,Business,Default
